HiBench Identity           1.100316451 1.100674807 1.10135534 1.102702718 2.198459301 1.102422095 1.102140007 1.107017163 1.101374406 1.099852495 1.10051494 1.100222584 1.099391473 1.101374896 1.103767518 0.000029334 1.099654984 1.09992534 1.101516673 1.103642851 1.102680717 1.101332362 1.102148318 1.102462184 1.102603473 1.102449473 1.099770361 1.100714407 1.100075428 1.098099339 1.101265384 1.102394717 1.102366851 1.104272541 1.101892629 1.100507606 1.103789518 1.103843784 1.102931517 1.099812896 1.098141384 1.103480051 1.100288585 1.103543117 1.103851607 1.108466229 1.100532051 1.101046851 1.102655784 1.103451207 1.101051739 1.1022534290000001 1.101621295 1.102273962 1.101188629 1.102686584 1.102254406 1.099701428 1.101767962 1.101358762 
HiBench Repartition        0.271297679 0.305587861 0.300941949 0.262298211 0.254780077 0.264837012 0.255784744 0.287642703 0.256244299 0.282336791 0.258586566 0.255504121 0.254507766 0.270242656 0.254887143 0.254682788 0.255425899 0.254556166 0.254616298 0.25500741 0.255034788 0.289062925 0.258287855 0.254499455 0.2685863 0.255460122 0.000060134 0.254332254 0.255092966 0.255028922 0.255769099 0.262195055 0.256404166 0.272396701 0.255012299 0.257194211 0.255142343 0.255513411 0.255210788 0.254710166 0.262498656 0.272313102 0.255603855 0.254872965 0.25550461 0.25825461 0.666966751 0.263721366 0.255209321 0.255565721 0.278046302 0.254784966 0.254482344 0.254345455 0.255941677 0.255244521 0.255015721 0.255286566 0.254592343 0.255305143 
HiBench Wordcount          0.773067876 0.764112408 0.766119786 0.765115608 0.766832098 0.768017164 0.765501831 0.76434463 0.773493209 0.767030098 0.766804719 1.6324984740000001 0.767369875 0.78122841 0.762280541 0.764986052 0.790775922 0.767485253 0.764892675 0.765971653 0.771163164 0.764976763 0.000037645 0.767606986 0.766009298 0.765785386 0.767369875 0.766064541 0.766489875 0.767766364 0.782311788 0.763520853 0.766517253 0.764508408 0.765211431 0.769301964 0.765824009 0.763987253 0.76574823 0.790134989 0.765787342 0.765817652 0.764738675 0.775714721 0.766808631 0.763536496 0.765385964 0.768958275 0.776176231 0.765278897 0.766974364 0.773037076 0.800480857 0.766692764 0.767778586 0.76618823 0.764856986 0.764702008 0.764126097 0.767276986 
HiBench Fixwindow          0.255613633 0.263552211 0.51515011 4.507212438 0.511406199 0.259794611 0.401165162 0.267147989 0.276849502 4.855982882 0.272903679 0.262416033 0.266286079 0.275801813 0.357436001 0.266485545 0.272681235 0.269021901 0.278554746 0.276369413 0.270493945 0.259533544 0.266295367 0.258926344 0.265337145 0.271124123 0.000073823 0.273934746 0.465966414 0.267659367 0.278311768 0.265947767 0.265550301 0.250820565 0.272146879 0.270566301 0.260625722 0.286785192 4.574159914 0.265708211 0.26702479 0.263163056 0.260905366 0.515143265 6.219907767 0.259110655 0.267087367 0.468065704 0.286328081 0.269727856 0.581438563 0.275825279 0.258731766 0.282668258 4.831145368 0.265954123 0.501103841 0.276713591 0.275478657 0.272869945 
Yahoo Streaming Benchmark  0.478133883 0.47732575 0.480160816 0.47616806 0.483055039 0.487115261 2.005618522 0.495507041 0.48908304 0.480790995 0.479096505 2.195491256 0.461655391 0.492320952 0.477761349 0.492586907 0.478630594 2.158235474 2.2912782910000002 0.486939261 0.517061177 0.476005749 0.493638996 0.476374861 0.491260551 0.503912019 0.462903525 2.045055237 0.49132264 0.489458507 0.470991215 0.491440952 0.000042045 0.546571492 0.479652372 0.484553484 0.478731794 0.478369038 0.464805304 0.477532061 0.486442062 0.489479529 0.511449709 0.480120239 0.480380327 0.475381438 0.485046283 0.475932416 0.480355394 0.478744506 0.498622241 0.47339166 0.477650861 0.941728697 0.473988105 0.476896505 0.465639348 0.476346505 0.477989172 0.462945081 
NEXMark Query 0            0.218431673 0.221158695 0.221756117 0.221774206 0.221853406 0.221257939 0.21943585 0.221423183 0.221586962 0.221692561 0.221673983 0.22200985 0.000052311 0.220498206 0.218981183 0.22109905 0.216495672 0.221365984 0.221327362 0.221334695 0.220833095 0.221773228 0.218424339 0.221846073 0.221458383 0.218483005 0.219948205 0.221076562 0.221344961 0.221969761 0.22046105 0.219678339 0.241687142 0.221352784 0.219022739 0.219295539 0.236190075 0.221360606 0.216887761 0.219799583 0.22190425 0.221951673 0.220339806 0.223420784 0.221271628 0.221126428 0.237468519 0.220895673 0.219847494 0.220255717 0.221039895 0.219858739 0.220063095 0.220895673 0.219707672 0.222027939 0.221501405 0.453511968 0.221294606 0.221561051 
NEXMark Query 1            0.107038325 0.10704908 0.117455082 0.104884769 0.104837835 0.112380414 0.107030014 0.107306236 0.10568948 0.101963658 0.000038622 0.121795438 0.109084814 0.106339703 0.107064725 0.106404235 0.105339436 0.104992813 0.106770414 0.106760636 0.102212991 0.105146324 0.107052992 0.106371481 0.106437969 0.106109924 0.105336502 0.106335302 0.101770057 0.104694592 0.102184147 0.107028547 0.102923835 0.104005747 0.104874502 0.104597303 0.105915835 0.105287614 0.106815391 0.108821302 0.106827125 0.105285658 0.106979658 0.232998119 0.106844725 0.106386147 0.106435525 0.106741081 0.104711213 0.107089658 0.104190547 0.134043083 0.107044192 0.106648192 0.106910236 0.10396028 0.107221169 0.106539658 0.107807836 0.104887702 
NEXMark Query 2            0.000044 0.103307613 0.102532236 0.102801124 0.102895968 0.101265524 0.102722902 0.103441079 0.103170724 0.112453258 0.102551302 0.103087124 0.102840236 0.105326724 0.103708991 0.103392191 0.105775036 0.103112546 0.105489035 0.102696501 0.10095948 0.102917479 0.100261834 0.103315435 0.102300502 0.103063169 0.102852947 0.10625268 0.103339391 0.10211179 0.102908191 0.102100546 0.102648591 0.103479702 0.104630547 0.101432235 0.100339079 0.100355213 0.102944369 0.103605346 0.103161435 0.10309348 0.104419347 0.105006014 0.103056813 0.102823124 0.106342636 0.24389203 0.103369213 0.101849746 0.100689613 0.10491508 0.103371169 0.110128103 0.120248105 0.123293394 0.101912813 0.100824546 0.102990324 0.10324748 
NEXMark Query 3            0.298648082 0.297322705 0.305160572 0.302039993 0.313827595 0.298075105 0.31682204 0.303373683 0.30473915 0.507530287 0.300612438 0.315960618 0.297061638 0.305050572 0.182776023 0.30245995 0.302963505 0.323514441 0.37252067 0.32421013 0.302246794 0.310946083 0.301848838 0.326132441 0.302872572 0.306245905 0.309128884 0.302254128 0.297374527 0.328954308 0.302973283 0.434689255 0.335975731 0.298856349 0.296873416 0.302630083 0.300921905 0.301607327 0.304553372 0.299787682 0.308929906 0.300520038 0.308673728 0.304137816 0.301951505 0.303067639 0.301341371 0.296631415 0.305149817 0.301503194 0.305650928 0.303308661 0.301592171 0.301841994 0.30362155 0.311884261 0.303160038 0.304027816 0.308915239 0.304676572 
NEXMark Query 4            0.465132859 0.458578814 0.498234063 0.507472598 0.653064216 0.783652811 0.483056994 0.494733129 0.470302859 0.464819481 0.625108079 0.587108697 0.504701086 0.523115577 0.46680437 0.477533038 0.516422687 0.526025445 0.642715903 0.559562738 0.610540655 0.596536921 0.566227272 0.655309683 0.182318423 0.464948548 0.684196665 1.017417507 0.471189705 0.498019441 0.924649851 0.453338413 0.548766603 0.466125304 0.515875132 0.570512872 0.478883839 0.474988372 1.013602217 0.490321885 0.530212779 0.470937438 0.723694003 0.47206286 0.461157703 0.460465925 0.480825216 0.489211618 0.482586683 0.492736996 0.539618024 0.461798147 0.789587923 0.48208655 0.465494637 0.472168949 0.470790771 0.456258546 0.541895757 0.464826325 
NEXMark Query 5            0.20275007 0.202660114 0.201945359 0.198749003 0.370397914 0.200486515 0.20298327 0.203367537 3.111174395 0.191910913 0.191898202 0.200877136 0.19983678 3.103524749 0.198431225 0.19083438 3.054142565 0.199513137 0.201068292 0.201376293 0.0000264 3.206785918 0.201156292 0.203469715 3.210990852 0.200896692 0.199739492 0.202524692 0.200298781 0.200496292 0.204238737 3.233130188 0.201549359 3.208650541 0.196063536 0.202439137 3.075787146 0.204258292 0.197878292 0.202564781 3.248713034 0.22188665 0.220868294 0.200196603 0.198889803 0.201214959 0.200485048 2.990091269 0.200373581 0.201290737 0.19948038 0.204262692 0.201796736 0.203505404 0.207769982 0.197933536 0.200930915 0.204396648 0.201745893 0.198715269 
NEXMark Query 6            0.502521131 0.882999934 0.47321126 0.488051484 1.017857995 0.465176859 0.615709189 0.554738871 0.46947566 0.491983618 0.469491793 0.61845039 0.571784961 0.495396552 0.526061133 0.46034517 0.468317481 0.466904104 0.498063441 0.814383393 0.50923162 0.481675395 0.464568192 0.55411847 0.475410771 0.995897104 0.495679619 0.507375797 0.520858866 0.147247485 0.586219408 0.473210282 0.500034153 0.703692578 0.648831905 0.68915742 0.480014639 0.535517223 0.501426508 0.467810993 0.483377706 0.582773718 0.538774691 0.482892728 0.465935126 0.779831166 0.486505617 0.526148156 0.477621039 0.658868795 0.492074551 0.477370727 0.519396111 0.468070104 0.460577881 0.508304198 0.47074677 0.663197417 0.462931392 0.5211786 
NEXMark Query 7            0.115707303 0.000045466 0.114706059 0.118578549 0.228175718 1.7095253719999999 1.73691342 0.133387484 0.141799795 0.136998906 0.208273049 0.13264975 0.124112771 0.133919884 0.114782815 0.114048503 0.114404904 0.114269482 0.115727348 0.114999392 1.7178570180000001 0.229856029 0.109808858 0.115229659 0.276549812 0.112841926 0.123303171 0.115766948 0.114747615 0.159226242 0.158137487 0.159235043 0.207481538 0.11568237 0.116493926 1.708596972 0.128165661 0.107419658 0.114154592 0.207924959 0.115368503 0.116732992 0.114889392 0.111160636 0.115398815 0.110865836 0.115438903 0.158303709 0.114730014 0.11432717 0.133562506 0.115534237 0.247468254 0.115276103 0.117319659 0.110117347 0.115635437 0.115314237 0.155968776 1.749106311 
NEXMark Query 8            0.293915149 0.945949765 0.313488306 0.286893725 0.295472749 0.286161859 0.316342929 0.291360215 0.292738393 0.332233287 0.296276482 0.307232483 0.301012349 0.307807417 0.952252032 0.294545815 0.293792926 0.317697152 0.311852973 0.290346259 0.960495189 0.295193593 0.307104394 0.333481909 0.334518843 0.290912392 0.309221773 0.291088881 0.947598787 0.292863549 0.28948777 0.300517105 0.288014747 0.294078926 0.289194436 0.312495373 0.291290793 0.288808703 0.293345593 0.301320839 0.294936927 0.304323594 0.306373994 0.292420615 0.286444436 0.332163865 0.422408365 0.333654975 0.289029192 0.310752973 0.295736748 0.951365676 0.289676481 0.291354837 0.331773731 0.334778443 0.145847307 0.304811994 0.292666526 0.295905415 
NEXMark Query 9            0.458790991 0.462337392 0.595393409 0.486636151 0.519012333 0.64356657 0.496250641 0.993693193 0.487645706 0.50046633 0.708639157 0.580336118 0.545664603 0.470824015 0.600951588 0.492865085 0.461452992 0.503006597 0.972632346 0.811960458 0.473252327 0.511685843 0.624811812 0.500746463 0.473992993 0.483677395 0.491887796 0.641102081 0.673191774 0.495614596 0.554585359 0.529136734 0.531953223 0.46426117 0.477290061 0.691622399 0.490422596 0.513571976 0.76688832 0.146578685 0.470342949 0.464137481 0.472061882 0.465842726 0.464719259 0.582067274 0.485858817 0.527420245 0.494331263 0.460899569 0.541412246 0.467264903 0.462052859 0.555551893 0.468694415 0.465896993 0.903628115 0.509041442 0.514598154 0.475728549 
NEXMark Query 11           0.354887911 0.349708623 0.365269958 0.339002443 0.37645427 0.360734535 0.369181558 0.339775377 0.94053923 0.361800312 0.362232491 0.342906221 0.358287645 0.334242131 0.378805337 0.366278047 0.375394358 0.335917065 0.341319288 0.371511114 0.386000805 0.355302489 0.371293069 0.343200532 0.367273913 0.347163955 0.335771376 0.368950313 0.343412222 0.380966226 0.340132754 0.365848802 0.374957781 0.364069735 0.344062444 0.340383554 0.368944936 0.349419689 0.364721424 0.343402933 0.347798044 0.371000713 0.0000132 0.366715602 0.370765558 0.340171376 0.338585421 0.347276889 0.350025423 0.34129191 0.341751955 0.350675645 0.346751822 0.367448447 0.33450662 0.352185334 0.360243202 0.367547691 0.337462931 0.368444313 
